concept_A,concept_B,n_people
Open wound of trunk,Postoperative state,1
Open wound of trunk,Primary focal hyperhidrosis,1
Open wound of trunk,Primary malignant neoplasm,1
Open wound of trunk,Primary malignant neoplasm of bone,1
Open wound of trunk,Primary malignant neoplasm of brain,1
Open wound of trunk,Primary malignant neoplasm of pelvic bone,1
Open wound of trunk,Primary malignant neoplasm of pelvis,1
Open wound of trunk,Primary malignant neoplasm of retroperitoneum,1
Open wound of trunk,Primary malignant neoplasm of skin,1
Open wound of trunk,Primary malignant neoplasm of soft tissues,1
Open wound of trunk,Primary malignant neoplasm of the peritoneum,1
Open wound of trunk,Primary malignant neoplasm of trunk,1
Open wound of trunk,Primary thrombocytopenia,1
Open wound of trunk,Puerperal pyrexia of unknown origin,1
Open wound of trunk,Pulmonary embolism,1
Open wound of trunk,Pyonephrosis,1
Open wound of trunk,Radiation-induced disorder,1
Open wound of trunk,Reduced mobility,1
Open wound of trunk,Retention of urine,1
Open wound of trunk,Right lower quadrant pain,1
Open wound of trunk,Right upper quadrant pain,1
Open wound of trunk,Secondary hypertension,1
Open wound of trunk,Secondary malignant neoplasm of bone,1
Open wound of trunk,Secondary malignant neoplasm of brain,1
Open wound of trunk,Secondary malignant neoplasm of cerebral meninges,1
Open wound of trunk,Secondary malignant neoplasm of intra-abdominal lymph nodes,1
Open wound of trunk,Secondary malignant neoplasm of intrapelvic lymph nodes,1
Open wound of trunk,Secondary malignant neoplasm of intrathoracic lymph nodes,1
Open wound of trunk,Secondary malignant neoplasm of left lung,1
Open wound of trunk,Secondary malignant neoplasm of lung,1
Open wound of trunk,Secondary malignant neoplasm of lymph node,1
Open wound of trunk,Secondary malignant neoplasm of lymph nodes of multiple sites,1
Open wound of trunk,Secondary malignant neoplasm of lymph nodes of upper limb,1
Open wound of trunk,Secondary malignant neoplasm of nervous system,1
Open wound of trunk,Secondary malignant neoplasm of pleura,1
Open wound of trunk,Secondary malignant neoplasm of right lung,1
Open wound of trunk,Secondary malignant neoplasm of skin,1
Open wound of trunk,Secondary malignant neoplasm of unknown site,1
Open wound of trunk,Secondary malignant neoplastic disease,1
Open wound of trunk,Secondary thrombocytopenia,1
Open wound of trunk,Sepsis,1
Open wound of trunk,Severe protein-calorie malnutrition (Gomez: less than 60 percent of standard weight),1
Open wound of trunk,Shoulder joint pain,1
Open wound of trunk,Sleep disorder,1
Open wound of trunk,Solitary nodule of lung,1
Open wound of trunk,Spinal cord compression,1
Open wound of trunk,Spinal stenosis of lumbar region,1
Open wound of trunk,Spinal stenosis of thoracic region,1
Open wound of trunk,Stool finding,1
Open wound of trunk,Tachycardia,1
Open wound of trunk,Tachypnea,1
Open wound of trunk,Testicular hypofunction,1
Open wound of trunk,Tremor,1
Open wound of trunk,Upper abdominal pain,1
Open wound of trunk,Urge incontinence of urine,1
Open wound of trunk,Urgent desire to urinate,1
Open wound of trunk,Verruca plantaris,1
Open wound of trunk,Visual disturbance,1
Open wound of trunk,Vomiting,1
Overactive bladder,Overlapping malignant neoplasm of retroperitoneum and peritoneum,1
Overactive bladder,Overlapping malignant neoplasm of soft tissues,1
Overactive bladder,Pain,1
Overactive bladder,Pain due to internal prosthetic device,1
Overactive bladder,Pain due to neoplastic disease,1
Overactive bladder,Pain in thoracic spine,1
Overactive bladder,Pancytopenia due to antineoplastic chemotherapy,1
Overactive bladder,Paralytic ileus,1
Overactive bladder,Paresthesia,1
Overactive bladder,Pericardial effusion - noninflammatory,1
Overactive bladder,Peritonitis,1
Overactive bladder,Persistent pain following procedure,1
Overactive bladder,Pleural effusion,1
Overactive bladder,Pleural effusion due to malignant neoplastic disease,1
Overactive bladder,Pleurisy,1
Overactive bladder,Pleuritic pain,1
Overactive bladder,Pneumonia,1
Overactive bladder,Pneumothorax,1
Overactive bladder,Poisoning by drug AND/OR medicinal substance,1
Overactive bladder,Postgastric surgery syndrome,1
Overactive bladder,Postoperative state,1
Overactive bladder,Primary focal hyperhidrosis,1
Overactive bladder,Primary malignant neoplasm,1
Overactive bladder,Primary malignant neoplasm of bone,1
Overactive bladder,Primary malignant neoplasm of brain,1
Overactive bladder,Primary malignant neoplasm of pelvic bone,1
Overactive bladder,Primary malignant neoplasm of pelvis,1
Overactive bladder,Primary malignant neoplasm of retroperitoneum,1
Overactive bladder,Primary malignant neoplasm of skin,1
Overactive bladder,Primary malignant neoplasm of soft tissues,1
Overactive bladder,Primary malignant neoplasm of the peritoneum,1
Overactive bladder,Primary malignant neoplasm of trunk,1
Overactive bladder,Primary thrombocytopenia,1
Overactive bladder,Puerperal pyrexia of unknown origin,1
Overactive bladder,Pulmonary embolism,1
Overactive bladder,Pyonephrosis,1
Overactive bladder,Radiation-induced disorder,1
Overactive bladder,Reduced mobility,1
Overactive bladder,Retention of urine,1
Overactive bladder,Right lower quadrant pain,1
Overactive bladder,Right upper quadrant pain,1
Overactive bladder,Secondary hypertension,1
Overactive bladder,Secondary malignant neoplasm of bone,1
Overactive bladder,Secondary malignant neoplasm of brain,1
Overactive bladder,Secondary malignant neoplasm of cerebral meninges,1
Overactive bladder,Secondary malignant neoplasm of intra-abdominal lymph nodes,1
Overactive bladder,Secondary malignant neoplasm of intrapelvic lymph nodes,1
Overactive bladder,Secondary malignant neoplasm of intrathoracic lymph nodes,1
Overactive bladder,Secondary malignant neoplasm of left lung,1
Overactive bladder,Secondary malignant neoplasm of lung,1
Overactive bladder,Secondary malignant neoplasm of lymph node,1
Overactive bladder,Secondary malignant neoplasm of lymph nodes of multiple sites,1
Overactive bladder,Secondary malignant neoplasm of lymph nodes of upper limb,1
Overactive bladder,Secondary malignant neoplasm of nervous system,1
Overactive bladder,Secondary malignant neoplasm of pleura,1
Overactive bladder,Secondary malignant neoplasm of right lung,1
Overactive bladder,Secondary malignant neoplasm of skin,1
Overactive bladder,Secondary malignant neoplasm of unknown site,1
Overactive bladder,Secondary malignant neoplastic disease,1
Overactive bladder,Secondary thrombocytopenia,1
Overactive bladder,Sepsis,1
Overactive bladder,Severe protein-calorie malnutrition (Gomez: less than 60 percent of standard weight),1
Overactive bladder,Shoulder joint pain,1
Overactive bladder,Sleep disorder,1
Overactive bladder,Solitary nodule of lung,1
Overactive bladder,Spinal cord compression,1
Overactive bladder,Spinal stenosis of lumbar region,1
Overactive bladder,Spinal stenosis of thoracic region,1
Overactive bladder,Stool finding,1
Overactive bladder,Tachycardia,1
Overactive bladder,Tachypnea,1
Overactive bladder,Testicular hypofunction,1
Overactive bladder,Tremor,1
Overactive bladder,Upper abdominal pain,1
Overactive bladder,Urge incontinence of urine,1
Overactive bladder,Urgent desire to urinate,1
Overactive bladder,Verruca plantaris,1
Overactive bladder,Visual disturbance,1
Overactive bladder,Vomiting,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Overlapping malignant neoplasm of soft tissues,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Pain,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Pain due to internal prosthetic device,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Pain due to neoplastic disease,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Pain in thoracic spine,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Pancytopenia due to antineoplastic chemotherapy,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Paralytic ileus,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Paresthesia,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Pericardial effusion - noninflammatory,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Peritonitis,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Persistent pain following procedure,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Pleural effusion,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Pleural effusion due to malignant neoplastic disease,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Pleurisy,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Pleuritic pain,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Pneumonia,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Pneumothorax,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Poisoning by drug AND/OR medicinal substance,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Postgastric surgery syndrome,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Postoperative state,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Primary focal hyperhidrosis,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Primary malignant neoplasm,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Primary malignant neoplasm of bone,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Primary malignant neoplasm of brain,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Primary malignant neoplasm of pelvic bone,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Primary malignant neoplasm of pelvis,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Primary malignant neoplasm of retroperitoneum,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Primary malignant neoplasm of skin,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Primary malignant neoplasm of soft tissues,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Primary malignant neoplasm of the peritoneum,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Primary malignant neoplasm of trunk,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Primary thrombocytopenia,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Puerperal pyrexia of unknown origin,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Pulmonary embolism,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Pyonephrosis,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Radiation-induced disorder,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Reduced mobility,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Retention of urine,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Right lower quadrant pain,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Right upper quadrant pain,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Secondary hypertension,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Secondary malignant neoplasm of bone,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Secondary malignant neoplasm of brain,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Secondary malignant neoplasm of cerebral meninges,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Secondary malignant neoplasm of intra-abdominal lymph nodes,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Secondary malignant neoplasm of intrapelvic lymph nodes,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Secondary malignant neoplasm of intrathoracic lymph nodes,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Secondary malignant neoplasm of left lung,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Secondary malignant neoplasm of lung,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Secondary malignant neoplasm of lymph node,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Secondary malignant neoplasm of lymph nodes of multiple sites,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Secondary malignant neoplasm of lymph nodes of upper limb,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Secondary malignant neoplasm of nervous system,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Secondary malignant neoplasm of pleura,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Secondary malignant neoplasm of right lung,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Secondary malignant neoplasm of skin,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Secondary malignant neoplasm of unknown site,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Secondary malignant neoplastic disease,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Secondary thrombocytopenia,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Sepsis,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Severe protein-calorie malnutrition (Gomez: less than 60 percent of standard weight),1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Shoulder joint pain,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Sleep disorder,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Solitary nodule of lung,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Spinal cord compression,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Spinal stenosis of lumbar region,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Spinal stenosis of thoracic region,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Stool finding,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Tachycardia,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Tachypnea,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Testicular hypofunction,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Tremor,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Upper abdominal pain,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Urge incontinence of urine,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Urgent desire to urinate,1
Overlapping malignant neoplasm of retroperitoneum and peritoneum,Verruca plantaris,1
